title,price,rating,total_reviews,product_description,shoe type,merk,review1,review_rating1,review2,review_rating2,review3,review_rating3,review4,review_rating4,review5,review_rating5,review6,review_rating6,review7,review_rating7,review8,review_rating8,review9,review_rating9,review10,review_rating10
puma women's hybrid fuego shift wns running shoes,₹3158.00,4.4 out of 5 stars,43 ratings,the all new hybrid fire is a game changer for the high schooler the hyrbid foam is a mix of our two most innovative midsole foams: ignite and nrgy. the nrgy beads provide instant cushion and comfort while the ignite foam provides fantastic responsiveness to propel you faster. the shoe is lightweight and fuses street style with technology.,women,puma women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
asics women's running shoes,₹3959.00,4.5 out of 5 stars,20 ratings,looking for an efficient running shoe that offers velvet comfort mile after mile? the evoride shoe from asics is a lightweight performance running style that's complemented with flytefoam propel foam for a high-energy return bounce during each stride. the evoride model is the most affordable member of a family of shoes that include guidesole technology. a one-piece midsole with full ground contact gives this shoe a super-smooth heel-to-toe transition. as with other shoes in the collection this one features an extreme toe spring which adds to an easy rolling-forward motion on the run. this clever midsole construction is designed to reduce the load on feet and increase efficiency the evoride shoe will really help energize your run over short or long distances. the shoe offers a breathable mesh upper that allows air to flow in and out of the shoe keeping you cool. built to last with its tough but lightweight rubber outsole the evoride shoe has added spring in the forefoot for an energetic foot strike and transition. enjoy a smooth and comfortable ride mile after mile in the evoride running shoe. asics has been developing sports footwear and apparel for more than 50 years. in this time innovation has been the key to our introduction of design philosophies that have revolutionised the world of sports. at our research and development centre in kobe japan we work in close collaboration with male and female athletes. through our scientific approach we have strived to create highly innovative sports product solutions that our customers rely upon. technologies such as core gel cushioning system and flytefoam are renown for enabling the most comfortable and performance-enhancing footwear and apparel on the market for athletes and active consumers alike.,women,asics women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
reebok men's egw91 running shoes,₹2898.00,3.6 out of 5 stars,6 ratings,this product is from reebok brand. it is focused on adults - women target audience. it is well suited for running activity.,women,reebok men's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
adidas women running shoes,₹3899.00,3.5 out of 5 stars,23 ratings,the adidas shoes for men crafted with mesh and synthetic upper for added comfort. the perforations on the toe area offer breathability with extended grip and comfort. they come with lightstrike imeva midsole for long term lightweight cushioning and shock absorption with a full rubber outsole for durability.,women,adidas women,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
reebok women's lite 2.0 running shoe,₹2216.00,3.0 out of 5 stars,4 ratings,reebok మహిళల lite 2.0 నలుపు / trgry1/horblu రన్నింగ్ షూ (fu8545)______reebok women's lite 2.0 black/trgry1/horblu running shoe (fu8545)______reebok സ്ത്രീകളുടെ lite 2.0 കറുപ്പ്/trgry1/horblu റണ്ണിംഗ് ഷൂ (fu8545)______reebok பெண்களுக்கான lite 2.0 கருப்பு/trgry1/horblu ரன்னிங் ஷூ (fu8545)______reebok महिलाओं के लिए लाइट 2.0 काला/trgry1/horblu रनिंग शूज़ (fu8545)______reebok ಮಹಿಳೆಯರ lite 2.0 ಕಪ್ಪು/trgry1/horblu ರನ್ನಿಂಗ್ ಶೂ (fu8545),women,reebok women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma unisex-adult interflex softfoam modern sneakers running shoe,₹2000.00,4.0 out of 5 stars,69 ratings,product storymodern style meets streetwear fashion in the interflex modern sneaker. these runners feature a bold contemporary design with an exaggerated tongue and contrast eva foam midsole for a striking appearance. ground-contact eva at the outsole adds a lightweight feel and excellent cushioning keeping these runners comfortable no matter where your day takes you.features + benefitssoftfoam: puma’s dual-density insole provides two unique layers of cushioning for customised comfort fit and long-lasting durabilitydetailslow boot silhouettestylish breathable lightweight mesh upper with minimal overlaysclassic tonguelace-up closurepull tab at tongue and heeleva foam midsolerubber outsoleground-contact eva at the outsole for lightweight feel and enhanced cushioningpuma wordmark logo at tongue and heelpuma cat logo on lateral side,women,puma unisex-adult,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
skechers women's amp'd-city blocks sneaker,₹3849.00,4.4 out of 5 stars,23 ratings,get a clearly better choice for comfort and sunny-day style with the skechers gowalk smart - miami sandal. clear synthetic with colorful edging trim in a comfort slide sandal with innovative ultra go midsole design and skechers goga mat technology footbed for comfort. details innovative and highly responsive ultra go midsole cushioning flexible synthetic adjustable slide upper new skechers goga mat technology footbed for cushioning and support gowalk smart design with articulated flexible midsole weight: 4 oz. per sandal in a women's size 7 construction flexible clear synthetic upper with solid color edging fashion slide sandal with adjustable buckles for precise fit joined slide bands on side panels for added smooth comfort logo detail on buckles smooth comfortable synthetic strap lining matching color stitching trim at midsole edge,women,skechers women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma women's prowl slip on wns cross trainer,₹3200.00,4.3 out of 5 stars,22 ratings,product story - fierce style comes in the form of a perfect trainer in our prowl slip on. this shoe was designed for quick agile movements and features a sock-like construction to enhance range of motion and flexibility with softfoam+ incorporated into the footbed for unbeatable comfort. features + benefits softfoam+: puma’s comfort sockliner for instant step-in and long-lasting comfort that provides soft cushioning every step of your day details - textile upper softfoam+ midsole rubber outsole puma cat logo at toe puma wordmark on tongue,women,puma women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
nike women's w flex experience rn 7 running shoes,₹2965.00,4.1 out of 5 stars,209 ratings,nike women's flex experience rn 7 running shoes white/cool grey-wolf grey 6,women,nike women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
skechers women's upgrades-marina bay fashion slippers,₹3798.00,4.5 out of 5 stars,686 ratings,skechers footwear with comfort and style.,women,skechers women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
nike women's city trainer 3 training shoes,₹3846.00,5.0 out of 5 stars,3 ratings,nike సిటీ ట్రైనర్ 3 ట్రైనింగ్ బూట్లు జిమ్ మరియు అవుట్డోర్ వ్యాయామం కోసం రూపొందించబడ్డాయి. గాలి ఆడే మరియు మన్నికైన మెష్ ఎగువ మీ పాదాలను సౌకర్యవంతంగా మరియు ఉంచడానికి మద్దతు కోసం మృదువైన ఫైలాన్ ఫోమ్తో వస్తుంది______nike city trainer 3 training shoes are designed for both gym and outdoor exercise. features breathable and durable mesh upper comes with soft phylon foam for supportive to keep your foot comfortable and contained______nike city trainer 3 பயிற்சி காலணிகள் ஜிம் மற்றும் வெளிப்புற உடற்பயிற்சிக்கு ஏற்றவாறு வடிவமைக்கப்பட்டுள்ளன. அம்சங்கள் காற்றோட்டமான மற்றும் நீடித்து உழைக்கும் மேஷ் மேற்பரப்பு உங்கள் கால்களை வசதியாகவும் உள்ளே வைத்திருப்பதற்கு ஆதரவாக மென்மையான ஃபைலான் ஃபோம் உடன் வருகிறது______nike സിറ്റി ട്രെയിനർ 3 പരിശീലന ഷൂസ് ജിമ്മിനും ഔട്ട്ഡോർ വ്യായാമങ്ങൾക്കും വേണ്ടി രൂപകൽപ്പന ചെയ്തിട്ടുള്ളതാണ്. വായുസഞ്ചാരമുള്ളതും ഈടുനിൽക്കുന്നതുമായ മെഷ് അപ്പർ നിങ്ങളുടെ പാദത്തെ സുഖകരവും ഉൾക്കൊള്ളിച്ചു നിർത്താൻ മൃദുവായ ഫൈലോൺ ഫോമുമായി വരുന്നു______nike city trainer 3 ट्रेनिंग शूज़ जिम और आउटडोर व्यायाम दोनों के लिए डिज़ाइन किए गए हैं. विशेषताएं हवा पार होने योग्य और टिकाऊ मेश अपर आपके पैर को आरामदायक और निहित रखने के लिए सहायक के लिए सॉफ्ट फिलॉन फोम के साथ आता है______nike ಸಿಟಿ ಟ್ರೈನರ್ 3 ತರಬೇತಿ ಶೂಗಳನ್ನು ಜಿಮ್ ಮತ್ತು ಹೊರಾಂಗಣ ವ್ಯಾಯಾಮ ಎರಡಕ್ಕೂ ವಿನ್ಯಾಸಗೊಳಿಸಲಾಗಿದೆ. ಗಾಳಿಯಾಡುವ ಮತ್ತು ಬಾಳಿಕೆ ಬರುವ ಜಾಲರಿ ಮೇಲ್ಭಾಗ ನಿಮ್ಮ ಪಾದವನ್ನು ಆರಾಮದಾಯಕ ಮತ್ತು ಒಳಗೊಂಡಿರುವ ಬೆಂಬಲಕ್ಕಾಗಿ ಮೃದುವಾದ ಫಿಲಾನ್ ಫೋಮ್ನೊಂದಿಗೆ ಬರುತ್ತದೆ.,women,nike women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma women defy wn s dusty coral-whisper white running shoes,₹3499.00,4.0 out of 5 stars,26 ratings,puma brings to you one of the most sought after styles of the season. latest colours & prints and one of the most comfortable articles you would have ever stepped into. performance on all levels - this is puma.  as one of the world’s leading sports brands puma believes in standing on the same playing field as the fastest athletes on the planet. with a mission of forever faster puma shares excitement in teamsports innovates golf brings style into running and training and performance into motorsports. puma has associations with some of the most elite athletes such as sprint legend usain bolt star striker antoine griezmann indian cricket captain virat kohli fashion icons like cara delevingne selena gomez and many more.,women,puma women,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
skechers women ultra flex-statements sneakers,₹3779.00,4.6 out of 5 stars,4607 ratings,upper: • skech knit seamless upper offer breathability and flexibility. • deco lace in front panel ads to the aesthetic appeal. • natural expansion of upper provides a natural fit. bottom: • air-cooled memory foam insole with bio-dri insole lining provides breathability pressure relief and instant comfort. • lightweight ultra-flex bottom offers high flexibility stability and cushioning comfort. • improved traction pattern in bottom provides better grip during every ride and abrasion resistance.  skechers a brand well known for its domination over global footwear industry has brought the legacy of stupendously awesome products innovations and supreme technology to india. skechers understands the dynamic indian footwear market and offers a wide range of shoes catering right from poker parties to running walking & gymming to casual shoes across every age and demographic it’s a shoe for every mood! this season skechers has introduced sport shoes for both men and women.   ever imagined a shoe that gives enhance support & cushion highly flexible breathable with seamless construction and extremely lightweight? skechers sport shoes has it all. thanks to the advanced engineered mesh construction making it an awesome sporty shoes. it is designed to increase breathability and flexibility while providing the strength and durability as a regular upper. the seamless one piece construction enhances the functionality of the shoe while eliminating unwanted layers. the minimal lallyers allow the mesh to form around your foot which also adds additional comfort.   ‘feels like walking on the bed’ - that’s what memory foam does to your feet. memory foam in skechers sport shoes is an ultra-soft insole that instantly contours to foot which gives you customized cushioning system only to elevate everyday comfort. ,women,skechers women,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma women's ignite v2 wn's running shoes,₹3307.00,3.8 out of 5 stars,41 ratings, performance on all levels - this is puma.___as one of the world’s leading sports brands puma believes in standing on the same playing field as the fastest athletes on the planet. with a mission of forever faster puma shares excitement in teamsports innovates golf brings style into running and training and performance into motorsports. puma has associations with some of the most elite athletes such as sprint legend usain bolt star striker antoine griezmann indian cricket captain virat kohli fashion icons like cara delevingne selena gomez and many more.  puma is one of the world’s leading sports brands designing developing selling and marketing footwear apparel and accessories. for over 65 years puma has established a history of making fast product designs for the fastest athletes on the planet. puma offers performance and sport-inspired lifestyle products in categories such as football running training and fitness golf and motorsports. it engages in exciting collaborations with renowned design brands such as alexander mcqueen and mihara yasuhiro to bring innovative and fast designs to the sports world. the puma group owns the brands puma cobra golf tretorn dobotex and brandon. the company distributes its products in more than 120 countries employs more than 10000 people worldwide and is headquartered in herzogenaurach germany.,women,puma women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma cell vive animal women's running shoes,₹3849.00,4.4 out of 5 stars,12 ratings,product story the peak of performance and the height of design are all empowered by the savage animal instinct in the cell vive animal women's running shoes. this elite performance piece's supportive cell-like structure is puma's premium 10cell design language remixed at a more approachable price point. features & benefits cmeva: puma's compression-moulded eva material for lightweight performance details low bootbold collar silhouette with supportive cell-like structurecushioned midsole for comfortrubber outsole for griplace closure for a snug fitorganically executed cell-like structure for supportpuma's wild animal print provides personalitypuma cat log and word mark at lateral sides,women,puma cell,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma women's hybrid fuego shift wns running shoes,₹3158.00,4.4 out of 5 stars,43 ratings,the all new hybrid fire is a game changer for the high schooler the hyrbid foam is a mix of our two most innovative midsole foams: ignite and nrgy. the nrgy beads provide instant cushion and comfort while the ignite foam provides fantastic responsiveness to propel you faster. the shoe is lightweight and fuses street style with technology.,women,puma women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
asics women's running shoes,₹3959.00,4.5 out of 5 stars,20 ratings,looking for an efficient running shoe that offers velvet comfort mile after mile? the evoride shoe from asics is a lightweight performance running style that's complemented with flytefoam propel foam for a high-energy return bounce during each stride. the evoride model is the most affordable member of a family of shoes that include guidesole technology. a one-piece midsole with full ground contact gives this shoe a super-smooth heel-to-toe transition. as with other shoes in the collection this one features an extreme toe spring which adds to an easy rolling-forward motion on the run. this clever midsole construction is designed to reduce the load on feet and increase efficiency the evoride shoe will really help energize your run over short or long distances. the shoe offers a breathable mesh upper that allows air to flow in and out of the shoe keeping you cool. built to last with its tough but lightweight rubber outsole the evoride shoe has added spring in the forefoot for an energetic foot strike and transition. enjoy a smooth and comfortable ride mile after mile in the evoride running shoe. asics has been developing sports footwear and apparel for more than 50 years. in this time innovation has been the key to our introduction of design philosophies that have revolutionised the world of sports. at our research and development centre in kobe japan we work in close collaboration with male and female athletes. through our scientific approach we have strived to create highly innovative sports product solutions that our customers rely upon. technologies such as core gel cushioning system and flytefoam are renown for enabling the most comfortable and performance-enhancing footwear and apparel on the market for athletes and active consumers alike.,women,asics women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
reebok women's lite 2.0 running shoe,₹2216.00,3.0 out of 5 stars,4 ratings,reebok మహిళల lite 2.0 నలుపు / trgry1/horblu రన్నింగ్ షూ (fu8545)______reebok women's lite 2.0 black/trgry1/horblu running shoe (fu8545)______reebok സ്ത്രീകളുടെ lite 2.0 കറുപ്പ്/trgry1/horblu റണ്ണിംഗ് ഷൂ (fu8545)______reebok பெண்களுக்கான lite 2.0 கருப்பு/trgry1/horblu ரன்னிங் ஷூ (fu8545)______reebok महिलाओं के लिए लाइट 2.0 काला/trgry1/horblu रनिंग शूज़ (fu8545)______reebok ಮಹಿಳೆಯರ lite 2.0 ಕಪ್ಪು/trgry1/horblu ರನ್ನಿಂಗ್ ಶೂ (fu8545),women,reebok women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
nike women's city trainer 3 training shoes,₹3846.00,5.0 out of 5 stars,3 ratings,nike సిటీ ట్రైనర్ 3 ట్రైనింగ్ బూట్లు జిమ్ మరియు అవుట్డోర్ వ్యాయామం కోసం రూపొందించబడ్డాయి. గాలి ఆడే మరియు మన్నికైన మెష్ ఎగువ మీ పాదాలను సౌకర్యవంతంగా మరియు ఉంచడానికి మద్దతు కోసం మృదువైన ఫైలాన్ ఫోమ్తో వస్తుంది______nike city trainer 3 training shoes are designed for both gym and outdoor exercise. features breathable and durable mesh upper comes with soft phylon foam for supportive to keep your foot comfortable and contained______nike city trainer 3 பயிற்சி காலணிகள் ஜிம் மற்றும் வெளிப்புற உடற்பயிற்சிக்கு ஏற்றவாறு வடிவமைக்கப்பட்டுள்ளன. அம்சங்கள் காற்றோட்டமான மற்றும் நீடித்து உழைக்கும் மேஷ் மேற்பரப்பு உங்கள் கால்களை வசதியாகவும் உள்ளே வைத்திருப்பதற்கு ஆதரவாக மென்மையான ஃபைலான் ஃபோம் உடன் வருகிறது______nike സിറ്റി ട്രെയിനർ 3 പരിശീലന ഷൂസ് ജിമ്മിനും ഔട്ട്ഡോർ വ്യായാമങ്ങൾക്കും വേണ്ടി രൂപകൽപ്പന ചെയ്തിട്ടുള്ളതാണ്. വായുസഞ്ചാരമുള്ളതും ഈടുനിൽക്കുന്നതുമായ മെഷ് അപ്പർ നിങ്ങളുടെ പാദത്തെ സുഖകരവും ഉൾക്കൊള്ളിച്ചു നിർത്താൻ മൃദുവായ ഫൈലോൺ ഫോമുമായി വരുന്നു______nike city trainer 3 ट्रेनिंग शूज़ जिम और आउटडोर व्यायाम दोनों के लिए डिज़ाइन किए गए हैं. विशेषताएं हवा पार होने योग्य और टिकाऊ मेश अपर आपके पैर को आरामदायक और निहित रखने के लिए सहायक के लिए सॉफ्ट फिलॉन फोम के साथ आता है______nike ಸಿಟಿ ಟ್ರೈನರ್ 3 ತರಬೇತಿ ಶೂಗಳನ್ನು ಜಿಮ್ ಮತ್ತು ಹೊರಾಂಗಣ ವ್ಯಾಯಾಮ ಎರಡಕ್ಕೂ ವಿನ್ಯಾಸಗೊಳಿಸಲಾಗಿದೆ. ಗಾಳಿಯಾಡುವ ಮತ್ತು ಬಾಳಿಕೆ ಬರುವ ಜಾಲರಿ ಮೇಲ್ಭಾಗ ನಿಮ್ಮ ಪಾದವನ್ನು ಆರಾಮದಾಯಕ ಮತ್ತು ಒಳಗೊಂಡಿರುವ ಬೆಂಬಲಕ್ಕಾಗಿ ಮೃದುವಾದ ಫಿಲಾನ್ ಫೋಮ್ನೊಂದಿಗೆ ಬರುತ್ತದೆ.,women,nike women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
puma women defy wn s dusty coral-whisper white running shoes,₹3499.00,4.0 out of 5 stars,26 ratings,puma brings to you one of the most sought after styles of the season. latest colours & prints and one of the most comfortable articles you would have ever stepped into. performance on all levels - this is puma.  as one of the world’s leading sports brands puma believes in standing on the same playing field as the fastest athletes on the planet. with a mission of forever faster puma shares excitement in teamsports innovates golf brings style into running and training and performance into motorsports. puma has associations with some of the most elite athletes such as sprint legend usain bolt star striker antoine griezmann indian cricket captain virat kohli fashion icons like cara delevingne selena gomez and many more.,women,puma women,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
asics women's running shoes,₹3959.00,4.5 out of 5 stars,20 ratings,looking for an efficient running shoe that offers velvet comfort mile after mile? the evoride shoe from asics is a lightweight performance running style that's complemented with flytefoam propel foam for a high-energy return bounce during each stride. the evoride model is the most affordable member of a family of shoes that include guidesole technology. a one-piece midsole with full ground contact gives this shoe a super-smooth heel-to-toe transition. as with other shoes in the collection this one features an extreme toe spring which adds to an easy rolling-forward motion on the run. this clever midsole construction is designed to reduce the load on feet and increase efficiency the evoride shoe will really help energize your run over short or long distances. the shoe offers a breathable mesh upper that allows air to flow in and out of the shoe keeping you cool. built to last with its tough but lightweight rubber outsole the evoride shoe has added spring in the forefoot for an energetic foot strike and transition. enjoy a smooth and comfortable ride mile after mile in the evoride running shoe. asics has been developing sports footwear and apparel for more than 50 years. in this time innovation has been the key to our introduction of design philosophies that have revolutionised the world of sports. at our research and development centre in kobe japan we work in close collaboration with male and female athletes. through our scientific approach we have strived to create highly innovative sports product solutions that our customers rely upon. technologies such as core gel cushioning system and flytefoam are renown for enabling the most comfortable and performance-enhancing footwear and apparel on the market for athletes and active consumers alike.,women,asics women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
reebok women's lite 2.0 running shoe,₹2216.00,3.0 out of 5 stars,4 ratings,reebok మహిళల lite 2.0 నలుపు / trgry1/horblu రన్నింగ్ షూ (fu8545)______reebok women's lite 2.0 black/trgry1/horblu running shoe (fu8545)______reebok സ്ത്രീകളുടെ lite 2.0 കറുപ്പ്/trgry1/horblu റണ്ണിംഗ് ഷൂ (fu8545)______reebok பெண்களுக்கான lite 2.0 கருப்பு/trgry1/horblu ரன்னிங் ஷூ (fu8545)______reebok महिलाओं के लिए लाइट 2.0 काला/trgry1/horblu रनिंग शूज़ (fu8545)______reebok ಮಹಿಳೆಯರ lite 2.0 ಕಪ್ಪು/trgry1/horblu ರನ್ನಿಂಗ್ ಶೂ (fu8545),women,reebok women's,not happy with product,1.0 out of 5 stars,it's not as expected.,1.0 out of 5 stars,average product,3.0 out of 5 stars,pic more beautiful,3.0 out of 5 stars,got damage product. but quality is average for 300₹,3.0 out of 5 stars,bad product different from what was listed,2.0 out of 5 stars,worst product,1.0 out of 5 stars,don't buy,2.0 out of 5 stars,low quality makes pain on heals by sharp edges inside shoes,1.0 out of 5 stars,do not buy it anyway,1.0 out of 5 stars
